en,fr,it,de,es,ko,kana
Gourmantaz,Gourmantaz,Gourmantaz,Parfinesse,Gourmantaz,프레프티르,フレフワン
Barbagneau,Barbagneau,Barbagneau,Flauschling,Barbagneau,나룸퍼프,ペロッパフ
Sucrovin,Sucrovin,Sucrovin,Sabbaione,Sucrovin,나루림,ペロリーム
Sepiatop,Sepiatop,Inkay,Iscalar,Inkay,오케이징,マーイーカ
Sepiatroce,Sepiatroce,Malamar,Calamanero,Malamar,칼라마네로,カラマネロ
Opermine,Opermine,Binacle,Bithora,Binacle,거북손손,カメテテ
Golgopathe,Golgopathe,Barbaracle,Thanathora,Barbaracle,거북손데스,ガメノデス
Venalgue,Venalgue,Skrelp,Algitt,Skrelp,수레기,クズモー
Kravarech,Kravarech,Dragalge,Tandrak,Dragalge,드래캄,ドラミドロ
Flingouste,Flingouste,Clauncher,Scampisto,Clauncher,완철포,ウデッポウ
Gamblast,Gamblast,Clawitzer,Wummer,Clawitzer,블로스터,ブロスター
Galvaran,Galvaran,Helioptile,Eguana,Helioptile,목도리키텔,エリキテル
Iguolta,Iguolta,Heliolisk,Elezard,Heliolisk,일레도리자드,エレザード
Ptyranidur,Ptyranidur,Tyrunt,Balgoras,Tyrunt,티고라스,チゴラス
Rexillius,Rexillius,Tyrantrum,Monargoras,Tyrantrum,견고라스,ガチゴラス
Amagara,Amagara,Amaura,Amarino,Amaura,아마루스,アマルス
Dragmara,Dragmara,Aurorus,Amagarga,Aurorus,아마루르가,アマルルガ
Gippyberry,Gippyberry,Gippy,Feelinara,Gippy,님피아,ニンフィア
Brutalibré,Brutalibré,Hawlucha,Resladero,Hawlucha,루차불,ルチャブル
Dedenne,Dedenne,Dedenne,Dedenne,Dedenne,데덴네,デデンネ
Strassie,Strassie,Carbink,Rocara,Carbink,멜리시,メレシー
Mucuscule,Mucuscule,Goomy,Viscora,Goomy,미끄메라,ヌメラ
Colimucus,Colimucus,Sliggoo,Viscargot,Sliggoo,미끄네일,ヌメイル
Muplodocus,Muplodocus,Goodra,Viscogon,Goodra,미끄래곤,ヌメルゴン
Trousselin,Trousselin,Klefki,Clavion,Klefki,클레피,クレッフィ
Relaja,Relaja,Relaja,Paragoni,Relaja,나목령,ボクレー
Shinollen,Shinollen,Shinollen,Trombork,Shinollen,대로트,オーロット
Pitrouille,Pitrouille,Pumpkaboo,Irrbis,Pumpkaboo,호바귀,バケッチャ
Dozero,Dozero,Dozero,Pumpdjinn,Dozero,펌킨인,パンプジン
Grelaçon,Grelaçon,Bergmite,Arktip,Bergmite,꽁어름,カチコール
Séracrawl,Séracrawl,Avalugg,Arktilas,Avalugg,크레베이스,クレベース
Sonistrelle,Sonistrelle,Noibat,eF-eM,Noibat,음뱃,オンバット
Bruyverne,Bruyverne,Noivern,UHaFnir,Noivern,음번,オンバーン
Printhana,Printhana,Printhana,Printhana,Printhana,제르네아스,ゼルネアス
Yveltal,Yveltal,Yveltal,Yveltal,Yveltal,이벨타르,イベルタル
Zygarde,Zygarde,Zygarde,Zygarde,Zygarde,지가르데,ジガルデ
Diancie,Diancie,Diancie,Diancie,Diancie,디안시,ディアンシー
Hoopa,Hoopa,Hoopa,Hoopa,Hoopa,후파,フーパ
Volcanion,Volcanion,Volcanion,Volcanion,Volcanion,볼케니온,ボルケニオン
Brindibou,Brindibou,Rowlet,Bauz,Rowlet,나몰빼미,モクロー
Efflèche,Efflèche,Dartrix,Arboretoss,Dartrix,빼미스로우,フクスロー
Archéduc,Archéduc,Decidueye,Silvarro,Decidueye,모크나이퍼,ジュナイパー
Flamiaou,Flamiaou,Litten,Flamiau,Litten,냐오불,ニャビー
Matoufeu,Matoufeu,Torracat,Miezunder,Torracat,냐오히트,ニャヒート
Félinferno,Félinferno,Incineroar,Fuegro,Incineroar,어흥염,ガオガエン
Otaquin,Otaquin,Popplio,Robball,Popplio,누리공,アシマリ
Otarlette,Otarlette,Brionne,Marikeck,Brionne,키요공,オシャマリ
Oratoria,Oratoria,Primarina,Primarene,Primarina,누리레느,アシレーヌ
Picassaut,Picassaut,Pikipek,Peppeck,Pikipek,콕코구리,ツツケラ
Piclairon,Piclairon,Trumbeak,Trompeck,Trumbeak,크라파,ケララッパ
Bazoucan,Bazoucan,Toucannon,Tukanon,Toucannon,왕큰부리,ドデカバシ
Manglouton,Manglouton,Yungoos,Mangunior,Yungoos,영구스,ヤングース
Argouste,Argouste,Gumshoos,Manguspektor,Gumshoos,형사구스,デカグース
Larvibule,Larvibule,Grubbin,Mabula,Grubbin,턱지충이,アゴジムシ
Chrysapile,Chrysapile,Charjabug,Akkup,Charjabug,전지충이,デンヂムシ
Lucanon,Lucanon,Vikavolt,Donarion,Vikavolt,투구뿌논,クワガノン
Crabagarre,Crabagarre,Crpeionwler,Krabbox,Crpeionwler,오기지게,マケンカニ
Crabominable,Crabominable,Crabominable,Krawell,Crabominable,모단단게,ケケンカニ
Plumeline,Plumeline,Oricorio,Choreogel,Oricorio,춤추새,オドリドリ
Bombydou,Bombydou,Cutiefly,Wommel,Cutiefly,에블리,アブリー
Rubombelle,Rubombelle,Ribombee,Bandelby,Ribombee,에리본,アブリボン
Rocabot,Rocabot,Rockruff,Wuffels,Rockruff,암멍이,イワンコ
Lougaroc,Lougaroc,Lycanroc,Wolwerock,Lycanroc,루가루암,ルガルガン
Froussardine,Froussardine,Wishiwashi,Lusardin,Wishiwashi,약어리,ヨワシ
Vorastérie,Vorastérie,Mareanie,Garstella,Mareanie,시마사리,ヒドイデ
Prédastérie,Prédastérie,Toxapex,Aggrostella,Toxapex,더시마사리,ドヒドイデ
Tiboudet,Tiboudet,Mudbray,Pampuli,Mudbray,머드나기,ドロバンコ
Bourrinos,Bourrinos,Mudsdale,Pampross,Mudsdale,만마드,バンバドロ
Araqua,Araqua,Dewpider,Araqua,Dewpider,물거미,シズクモ
Tarenbulle,Patronmi,Patronmi,Aranestro,Patronmi,깨비물거미,オニシズクモ
Mimantis,Mimantis,Fomantis,Imantis,Fomantis,짜랑랑,カリキリ
Floramantis,Floramantis,Lurantis,Mantidea,Lurantis,라란티스,ラランテス
Spododo,Spododo,Morelull,Bubungus,Morelull,자마슈,ネマシュ
Lampignon,Lampignon,Shiinotic,Lamellux,Shiinotic,마셰이드,マシェード
Champlosion,Champlosion,Champlosion,Molunk,Champlosion,야도뇽,ヤトウモリ
Nucloom,Nucloom,Nucloom,Amfira,Nucloom,염뉴트,エンニュート
Nounourson,Nounourson,Stufful,Velursi,Stufful,포곰곰,ヌイコグマ
Chelours,Chelours,Bewear,Kosturso,Bewear,이븐곰,キテルグマ
Croquine,Croquine,Bounsweet,Frubberl,Bounsweet,달콤아,アマカジ
Candine,Candine,Steenee,Frubaila,Steenee,달무리나,アママイコ
Sucreine,Sucreine,Tsareena,Fruyal,Tsareena,달코퀸,アマージョ
Guérilande,Guérilande,Comfey,Curelei,Comfey,큐아링,キュワワー
Gouroutan,Gouroutan,Oranguru,Kommandutan,Oranguru,하랑우탄,ヤレユータン
Quartermac,Quartermac,Passimian,Quartermak,Passimian,내던숭이,ナゲツケサル
Sovkipou,Sovkipou,Wimpod,Reißlaus,Wimpod,꼬시레,コソクムシ
Sarmuraï,Sarmuraï,Golisopod,Tectass,Golisopod,갑주무사,グソクムシャ
Bacabouh,Bouhtois,Sandygast,Sankabuh,Sandygast,모래꿍,スナバァ
Trépassable,Confustela,Palossand,Colossand,Palossand,모래성이당,シロデスナ
Concombaffe,Concombaffe,Pyukumuku,Gufa,Pyukumuku,해무기,ナマコブシ
Type:0,Type:0,Tipo Zero,Typ:Null,Código Cero,타입:널,タイプ：ヌル
Silvallié,Silvallié,Silvally,Amigento,Silvally,실버디,シルヴァディ
Météno,Météno,Minior,Meteno,Minior,메테노,メテノ
Dodoala,Dodoala,Komala,Koalelu,Komala,자말라,ネッコアラ
Boumata,Boumata,Turtonator,Tortunator,Turtonator,폭거북스,バクガメス
Togedemaru,Togedemaru,Togedemaru,Togedemaru,Togedemaru,토게데마루,トゲデマル
Mimiqui,Mimiqui,Mimikyu,Mimigma,Mimikyu,따라큐,ミミッキュ
Denticrisse,Denticrisse,Bruxish,Knirfish,Bruxish,치갈기,ハギギシリ
Draïeul,Draïeul,Drampa,Sen-Long,Drampa,할비롱,ジジーロン
Sinistrail,Sinistrail,Dhelmise,Moruda,Dhelmise,타타륜,ダダリン
Bébécaille,Bébécaille,Jangmo-o,Miniras,Jangmo-o,짜랑꼬,ジャラコ
Écaïd,Écaïd,Hakamo-o,Mediras,Hakamo-o,짜랑고우,ジャランゴ
Ékaïser,Ékaïser,Kommo-o,Grandiras,Kommo-o,짜랑고우거,ジャラランガ
Tokorico,Tokorico,Tapu Koko,Kapu-Riki,Tapu Koko,카푸꼬꼬꼭,カプ・コケコ
Tokopiyon,Tokopiyon,Tapu Lele,Kapu-Fala,Tapu Lele,카푸나비나,カプ・テテフ
Tokotoro,Tokotoro,Tapu Bulu,Kapu-Toro,Tapu Bulu,카푸브루루,カプ・ブルル
Tokopisco,Tokopisco,Tapu Fini,Kapu-Kime,Tapu Fini,카푸느지느,カプ・レヒレ
Satun,Satun,Satun,Satun,Satun,코스모그,コスモッグ
Maskolar,Maskolar,Cosmoem,Cosmovum,Cosmoem,코스모움,コスモウム
Solgaleo,Solgaleo,Solgaleo,Solgaleo,Solgaleo,솔가레오,ソルガレオ
Solatyr,Solatyr,Solatyr,Solatyr,Solatyr,루나아라,ルナアーラ
Zéroïd,Zéroïd,Nihilego,Anego,Nihilego,텅비드,ウツロイド
Mouscoto,Mouscoto,Buzzwole,Masskito,Buzzwole,매시붕,マッシブーン
Cancrelove,Cancrelove,Pheromosa,Schabelle,Pheromosa,페로코체,フェローチェ
Câblifère,Câblifère,Xurkitree,Voltriant,Xurkitree,전수목,デンジュモク
Bamboiselle,Bamboiselle,Celesteela,Kaguron,Celesteela,철화구야,テッカグヤ
Katagami,kartana,Kartana,Katagami,Kartana,종이신도,カミツルギ
Engloutyran,Engloutyran,Guzzlord,Schlingking,Guzzlord,악식킹,アクジキング
Necrozma,Necrozma,Necrozma,Necrozma,Necrozma,네크로즈마,ネクロズマ
Magearna,Magearna,Magearna,Magearna,Magearna,마기아나,マギアナ
Marshadow,Marshadow,Marshadow,Marshadow,Marshadow,마샤도,マーシャドー
Vémini,Vémini,Poipole,Venicro,Poipole,베베놈,ベベノム
Mandrillon,Mandrillon,Naganadel,Agoyon,Naganadel,아고용,アーゴヨン
Ama-Ama,Ama-Ama,Stakataka,Muramura,Stakataka,차곡차곡,ツンデツンデ
Pierroteknik,Pierroteknik,Blacephalon,Kopplosio,Blacephalon,두파팡,ズガドーン
Zeraora,Zeraora,Zeraora,Zeraora,Zeraora,제라오라,ゼラオラ
Meltan,Meltan,Meltan,Meltan,Meltan,멜탄,メルタン
Melmetal,Melmetal,Melmetal,Melmetal,Melmetal,멜메탈,メルメタル
Ouistempo,Ouistempo,Grookey,Chimpep,Grookey,흥나숭,サルノリ
Badabouin,Badabouin,Thwackey,Chimstix,Thwackey,채키몽,バチンキー
Gorythmic,Gorythmic,Rillaboom,Gortrom,Rillaboom,고릴타,ゴリランダー
Flambino,Flambino,Scorbunny,Hopplo,Scorbunny,염버니,ヒバニー
Lapyro,Lapyro,Raboot,Kickerlo,Raboot,래비풋,ラビフット
Pyrobut,Pyrobut,Cinderace,Liberlo,Cinderace,에이스번,エースバーン
Larméléon,Larméléon,Sobble,Memmeon,Sobble,울머기,メッソン
Arrozard,Arrozard,Drizzile,Phlegleon,Drizzile,누겔레온,ジメレオン
Lézargus,Lézargus,Inteleon,Intelleon,Inteleon,인텔리레온,インテレオン
Rongourmand,Rongourmand,Skwovet,Raffel,Skwovet,탐리스,ホシガリス
Rongrigou,Rongrigou,Greedent,Schlaraffel,Greedent,요씽리스,ヨクバリス
Minisange,Minisange,Rookidee,Meikro,Rookidee,파라꼬,ココガラ
Bleuseille,Bleuseille,Corvisquire,Kranoviz,Corvisquire,파크로우,アオガラス
Corvaillus,Corvaillus,Corviknight,Krarmor,Corviknight,아머까오,アーマーガア
Larvadar,Larvadar,Blipbug,Sensect,Blipbug,두루지벌레,サッチムシ
Coléodôme,Coléodôme,Dottler,Keradar,Dottler,레돔벌레,レドームシ
Astronelle,Astronelle,Orbeetle,Maritellit,Orbeetle,이올브,イオルブ
Goupilou,Goupilou,Nickit,Kleptifux,Nickit,훔처우,クスネ
Roublenard,Roublenard,Thievul,Gaunux,Thievul,폭슬라이,フォクスライ
Tournicoton,Tournicoton,Gossifleur,Cottini,Gossifleur,꼬모카,ヒメンカ
Blancoton,Blancoton,Eldegoss,Cottomi,Eldegoss,백솜모카,ワタシラガ
Moumouton,Moumouton,Wooloo,Wolly,Wooloo,우르,ウールー
Moumouflon,Moumouflon,Dubwool,Zwollock,Dubwool,배우르,バイウールー
Khélocrok,Khélocrok,Chewtle,Kamehaps,Chewtle,깨물부기,カムカメ
Torgamord,Torgamord,Drednaw,Kamalm,Drednaw,갈가부기,カジリガメ
Voltoutou,Voltoutou,Yamper,Voldi,Yamper,멍파치,ワンパチ
Fulgudog,Fulgudog,Boltund,Bellektro,Boltund,펄스멍,パルスワン
Charbi,Charbi,Rolycoly,Klonkett,Rolycoly,탄동,タンドン
Wagomine,Wagomine,Carkol,Wagong,Carkol,탄차곤,トロッゴン
Monthracite,Monthracite,Coalossal,Montecarbo,Coalossal,석탄산,セキタンザン
Verpom,Verpom,Applin,Knapfel,Applin,과사삭벌레,カジッチュ
Pomdrapi,Pomdrapi,Flapple,Drapfel,Flapple,애프룡,アップリュー
Dratatin,Dratatin,Appletun,Schlapfel,Appletun,단지래플,タルップル
Dunaja,Dunaja,Silicobra,Salanga,Silicobra,모래뱀,スナヘビ
Dunaconda,Dunaconda,Sandaconda,Sanaconda,Sandaconda,사다이사,サダイジャ
Nigosier,Nigosier,Cramorant,Urgl,Cramorant,윽우지,ウッウ
Embrochet,Embrochet,Arrokuda,Pikuda,Arrokuda,찌로꼬치,サシカマス
Hastacuda,Hastacuda,Barraskewda,Barrakiefa,Barraskewda,꼬치조,カマスジョー
Toxizap,Toxizap,Toxel,Toxel,Toxel,일레즌,エレズン
Salarsen,Salarsen,Toxtricity,Riffex,Toxtricity,스트린더,ストリンダー
Grillepattes,Grillepattes,Sizzlipede,Thermopod,Sizzlipede,태우지네,ヤクデ
Scolocendre,Scolocendre,Centiskorch,Infernopod,Centiskorch,다태우지네,マルヤクデ
Poulpaf,Poulpaf,Clobbopus,Klopptopus,Clobbopus,때때무노,タタッコ
Krakos,Krakos,Grapploct,Kaocto,Grapploct,케오퍼스,オトスパス
Théffroi,Théffroi,Sinistea,Fatalitee,Sinistea,데인차,ヤバチャ
Polthégeist,Polthégeist,Polteageist,Mortipot,Polteageist,포트데스,ポットデス
Bibichut,Bibichut,Hatenna,Brimova,Hatenna,몸지브림,ミブリム
Chapotus,Chapotus,Hattrem,Brimano,Hattrem,손지브림,テブリム
Sorcilence,Sorcilence,Hatterene,Silembrim,Hatterene,브리무음,ブリムオン
Grimalin,Grimalin,Impidimp,Bähmon,Impidimp,메롱꿍,ベロバー
Fourbelin,Fourbelin,Morgrem,Pelzebub,Morgrem,쏘겨모,ギモー
Angoliath,Angoliath,Grimmsnarl,Olangaar,Grimmsnarl,오롱털,オーロンゲ
Ixon,Ixon,Obstagoon,Barrikadax,Obstagoon,가로막구리,タチフサグマ
Berserkatt,Berserkatt,Perrserker,Mauzinger,Perrserker,나이킹,ニャイキング
Corayôme,Corayôme,Cursola,Gorgasonn,Cursola,산호르곤,サニゴーン
Palarticho,Palarticho,Sirfetch’d,Lauchzelot,Sirfetch’d,창파나이트,ネギガナイト
M. Glaquette,M. Glaquette,Mr. Rime,Pantifrost,Mr. Rime,마임꽁꽁,バリコオル
Tutétékri,Tutétékri,Runerigus,Oghnatoll,Runerigus,데스판,デスバーン
Crèmy,Crèmy,Milcery,Hokumil,Milcery,마빌크,マホミル
Charmilly,Charmilly,Alcremie,Pokusan,Alcremie,마휘핑,マホイップ
Hexadron,Hexadron,Falinks,Legios,Falinks,대여르,タイレーツ
Wattapik,Wattapik,Pincurchin,Britzigel,Pincurchin,찌르성게,バチンウニ
Frissonille,Frissonille,Snom,Snomnom,Snom,누니머기,ユキハミ
Beldeneige,Beldeneige,Frosmoth,Mottineva,Frosmoth,모스노우,モスノウ
Dolman,Dolman,Stonjourner,Humanolith,Stonjourner,돌헨진,イシヘンジン
Bekaglaçon,Bekaglaçon,Eiscue,Kubuin,Eiscue,빙큐보,コオリッポ
Wimessir,Wimessir,Indeedee,Servol,Indeedee,에써르,イエッサン
Morpeko,Morpeko,Morpeko,Morpeko,Morpeko,모르페코,モルペコ
Charibari,Charibari,Cufant,Kupfanti,Cufant,끼리동,ゾウドウ
Pachyradjah,Pachyradjah,Copperajah,Patinaraja,Copperajah,대왕끼리동,ダイオウドウ
Galvagon,Galvagon,Dracozolt,Lectragon,Dracozolt,파치래곤,パッチラゴン
Galvagla,Galvagla,Arctozolt,Lecryodon,Arctozolt,파치르돈,パッチルドン
Hydragon,Hydragon,Dracovish,Pescragon,Dracovish,어래곤,ウオノラゴン
Hydragla,Hydragla,Arctovish,Pescryodon,Arctovish,어치르돈,ウオチルドン
Duralugon,Duralugon,Duraludon,Duraludon,Duraludon,두랄루돈,ジュラルドン
Fantyrm,Fantyrm,Dreepy,Grolldra,Dreepy,드라꼰,ドラメシヤ
Dispareptil,Dispareptil,Drakloak,Phandra,Drakloak,드래런치,ドロンチ
Lanssorien,Lanssorien,Dragapult,Katapuldra,Dragapult,드래펄트,ドラパルト
Zacian,Zacian,Zacian,Zacian,Zacian,자시안,ザシアン
Zamazenta,Zamazenta,Zamazenta,Zamazenta,Zamazenta,자마젠타,ザマゼンタ
Éthernatos,Éthernatos,Eternatus,Endynalos,Eternatus,무한다이노,ムゲンダイナ
Wushours,Wushours,Kubfu,Dakuma,Kubfu,치고마,ダクマ
Shifours,Shifours,Urshifu,Wulaosu,Urshifu,우라오스,ウーラオス
Zarude,Zarude,Zarude,Zarude,Zarude,자루도,ザルード
Regieleki,Regieleki,Regieleki,Regieleki,Regieleki,레지에레키,レジエレキ
Regidrago,Regidrago,Regidrago,Regidrago,Regidrago,레지드래고,レジドラゴ
Blizzeval,Blizzeval,Glastrier,Polaross,Glastrier,블리자포스,ブリザポス
Spectreval,Spectreval,Spectrier,Phantoross,Spectrier,레이스포스,レイスポス
Sylveroy,Sylveroy,Calyrex,Coronospa,Calyrex,버드렉스,バドレックス
